userId,group,itemNo,responseNo,checked
2dbbee6114f443d6a53db269f14ec36f,1,8,1,0
2dbbee6114f443d6a53db269f14ec36f,1,8,2,0
2dbbee6114f443d6a53db269f14ec36f,1,8,3,0
2dbbee6114f443d6a53db269f14ec36f,1,8,4,0
2dbbee6114f443d6a53db269f14ec36f,1,8,5,1
2dbbee6114f443d6a53db269f14ec36f,1,8,6,0
2dbbee6114f443d6a53db269f14ec36f,1,9,1,0
2dbbee6114f443d6a53db269f14ec36f,1,9,2,0
2dbbee6114f443d6a53db269f14ec36f,1,9,3,0
2dbbee6114f443d6a53db269f14ec36f,1,9,4,1
2dbbee6114f443d6a53db269f14ec36f,1,9,5,0
2dbbee6114f443d6a53db269f14ec36f,1,9,6,0
8f5125b946e64bcb932823430ece752e,1,0,1,0
8f5125b946e64bcb932823430ece752e,1,0,2,1
8f5125b946e64bcb932823430ece752e,1,0,3,0
8f5125b946e64bcb932823430ece752e,1,0,4,1
8f5125b946e64bcb932823430ece752e,1,0,5,1
8f5125b946e64bcb932823430ece752e,1,0,6,0
8f5125b946e64bcb932823430ece752e,1,1,1,0
8f5125b946e64bcb932823430ece752e,1,1,2,0
8f5125b946e64bcb932823430ece752e,1,1,3,1
8f5125b946e64bcb932823430ece752e,1,1,4,0
8f5125b946e64bcb932823430ece752e,1,1,5,0
8f5125b946e64bcb932823430ece752e,1,1,6,0
8f5125b946e64bcb932823430ece752e,1,2,1,0
8f5125b946e64bcb932823430ece752e,1,2,2,0
8f5125b946e64bcb932823430ece752e,1,2,3,0
8f5125b946e64bcb932823430ece752e,1,2,4,0
8f5125b946e64bcb932823430ece752e,1,2,5,1
8f5125b946e64bcb932823430ece752e,1,2,6,0
8f5125b946e64bcb932823430ece752e,1,3,1,0
8f5125b946e64bcb932823430ece752e,1,3,2,0
8f5125b946e64bcb932823430ece752e,1,3,3,0
8f5125b946e64bcb932823430ece752e,1,3,4,1
8f5125b946e64bcb932823430ece752e,1,3,5,0
8f5125b946e64bcb932823430ece752e,1,3,6,0
8f5125b946e64bcb932823430ece752e,1,4,1,0
8f5125b946e64bcb932823430ece752e,1,4,2,0
8f5125b946e64bcb932823430ece752e,1,4,3,0
8f5125b946e64bcb932823430ece752e,1,4,4,1
8f5125b946e64bcb932823430ece752e,1,4,5,0
8f5125b946e64bcb932823430ece752e,1,4,6,0
8f5125b946e64bcb932823430ece752e,1,5,1,0
8f5125b946e64bcb932823430ece752e,1,5,2,0
8f5125b946e64bcb932823430ece752e,1,5,3,0
8f5125b946e64bcb932823430ece752e,1,5,4,1
8f5125b946e64bcb932823430ece752e,1,5,5,0
8f5125b946e64bcb932823430ece752e,1,5,6,0
8f5125b946e64bcb932823430ece752e,1,6,1,0
8f5125b946e64bcb932823430ece752e,1,6,2,0
8f5125b946e64bcb932823430ece752e,1,6,3,0
8f5125b946e64bcb932823430ece752e,1,6,4,0
8f5125b946e64bcb932823430ece752e,1,6,5,1
8f5125b946e64bcb932823430ece752e,1,6,6,0
8f5125b946e64bcb932823430ece752e,1,7,1,0
8f5125b946e64bcb932823430ece752e,1,7,2,0
8f5125b946e64bcb932823430ece752e,1,7,3,0
8f5125b946e64bcb932823430ece752e,1,7,4,1
8f5125b946e64bcb932823430ece752e,1,7,5,0
8f5125b946e64bcb932823430ece752e,1,7,6,0
8f5125b946e64bcb932823430ece752e,1,8,1,0
8f5125b946e64bcb932823430ece752e,1,8,2,0
8f5125b946e64bcb932823430ece752e,1,8,3,0
8f5125b946e64bcb932823430ece752e,1,8,4,1
8f5125b946e64bcb932823430ece752e,1,8,5,0
8f5125b946e64bcb932823430ece752e,1,8,6,0
8f5125b946e64bcb932823430ece752e,1,9,1,0
8f5125b946e64bcb932823430ece752e,1,9,2,0
8f5125b946e64bcb932823430ece752e,1,9,3,0
8f5125b946e64bcb932823430ece752e,1,9,4,0
8f5125b946e64bcb932823430ece752e,1,9,5,1
8f5125b946e64bcb932823430ece752e,1,9,6,0
5a4f64945b8045a6a897855f58229919,0,0,1,0
5a4f64945b8045a6a897855f58229919,0,0,2,0
5a4f64945b8045a6a897855f58229919,0,0,3,0
5a4f64945b8045a6a897855f58229919,0,0,4,1
5a4f64945b8045a6a897855f58229919,0,0,5,0
5a4f64945b8045a6a897855f58229919,0,0,6,0
5a4f64945b8045a6a897855f58229919,0,1,1,0
5a4f64945b8045a6a897855f58229919,0,1,2,0
5a4f64945b8045a6a897855f58229919,0,1,3,0
5a4f64945b8045a6a897855f58229919,0,1,4,1
5a4f64945b8045a6a897855f58229919,0,1,5,0
5a4f64945b8045a6a897855f58229919,0,1,6,0
5a4f64945b8045a6a897855f58229919,0,2,1,0
5a4f64945b8045a6a897855f58229919,0,2,2,0
5a4f64945b8045a6a897855f58229919,0,2,3,0
5a4f64945b8045a6a897855f58229919,0,2,4,1
5a4f64945b8045a6a897855f58229919,0,2,5,0
5a4f64945b8045a6a897855f58229919,0,2,6,0
5a4f64945b8045a6a897855f58229919,0,4,1,0
5a4f64945b8045a6a897855f58229919,0,4,2,0
5a4f64945b8045a6a897855f58229919,0,4,3,0
5a4f64945b8045a6a897855f58229919,0,4,4,1
5a4f64945b8045a6a897855f58229919,0,4,5,0
5a4f64945b8045a6a897855f58229919,0,4,6,0
5a4f64945b8045a6a897855f58229919,0,3,1,0
5a4f64945b8045a6a897855f58229919,0,3,2,0
5a4f64945b8045a6a897855f58229919,0,3,3,0
5a4f64945b8045a6a897855f58229919,0,3,4,1
5a4f64945b8045a6a897855f58229919,0,3,5,0
5a4f64945b8045a6a897855f58229919,0,3,6,0
5a4f64945b8045a6a897855f58229919,0,5,1,0
5a4f64945b8045a6a897855f58229919,0,5,2,0
5a4f64945b8045a6a897855f58229919,0,5,3,0
5a4f64945b8045a6a897855f58229919,0,5,4,1
5a4f64945b8045a6a897855f58229919,0,5,5,0
5a4f64945b8045a6a897855f58229919,0,5,6,0
5a4f64945b8045a6a897855f58229919,0,6,1,0
5a4f64945b8045a6a897855f58229919,0,6,2,0
5a4f64945b8045a6a897855f58229919,0,6,3,0
5a4f64945b8045a6a897855f58229919,0,6,4,1
5a4f64945b8045a6a897855f58229919,0,6,5,0
5a4f64945b8045a6a897855f58229919,0,6,6,0
5a4f64945b8045a6a897855f58229919,0,7,1,0
5a4f64945b8045a6a897855f58229919,0,7,2,0
5a4f64945b8045a6a897855f58229919,0,7,3,0
5a4f64945b8045a6a897855f58229919,0,7,4,1
5a4f64945b8045a6a897855f58229919,0,7,5,0
5a4f64945b8045a6a897855f58229919,0,7,6,0
5a4f64945b8045a6a897855f58229919,0,8,1,0
5a4f64945b8045a6a897855f58229919,0,8,2,0
5a4f64945b8045a6a897855f58229919,0,8,3,0
5a4f64945b8045a6a897855f58229919,0,8,4,1
5a4f64945b8045a6a897855f58229919,0,8,5,0
5a4f64945b8045a6a897855f58229919,0,8,6,0
5a4f64945b8045a6a897855f58229919,0,9,1,0
5a4f64945b8045a6a897855f58229919,0,9,2,0
5a4f64945b8045a6a897855f58229919,0,9,3,0
5a4f64945b8045a6a897855f58229919,0,9,4,1
5a4f64945b8045a6a897855f58229919,0,9,5,0
5a4f64945b8045a6a897855f58229919,0,9,6,0
46e3dcca9c85438180932efeb1dcd83c,0,0,1,0
46e3dcca9c85438180932efeb1dcd83c,0,0,2,0
46e3dcca9c85438180932efeb1dcd83c,0,0,3,0
46e3dcca9c85438180932efeb1dcd83c,0,0,4,0
46e3dcca9c85438180932efeb1dcd83c,0,0,5,1
46e3dcca9c85438180932efeb1dcd83c,0,0,6,0
46e3dcca9c85438180932efeb1dcd83c,0,1,1,0
46e3dcca9c85438180932efeb1dcd83c,0,1,2,0
46e3dcca9c85438180932efeb1dcd83c,0,1,3,0
46e3dcca9c85438180932efeb1dcd83c,0,1,4,1
46e3dcca9c85438180932efeb1dcd83c,0,1,5,0
46e3dcca9c85438180932efeb1dcd83c,0,1,6,0
46e3dcca9c85438180932efeb1dcd83c,0,2,1,0
46e3dcca9c85438180932efeb1dcd83c,0,2,2,0
46e3dcca9c85438180932efeb1dcd83c,0,2,3,0
46e3dcca9c85438180932efeb1dcd83c,0,2,4,1
46e3dcca9c85438180932efeb1dcd83c,0,2,5,0
46e3dcca9c85438180932efeb1dcd83c,0,2,6,0
46e3dcca9c85438180932efeb1dcd83c,0,3,1,0
46e3dcca9c85438180932efeb1dcd83c,0,3,2,0
46e3dcca9c85438180932efeb1dcd83c,0,3,3,0
46e3dcca9c85438180932efeb1dcd83c,0,3,4,1
46e3dcca9c85438180932efeb1dcd83c,0,3,5,0
46e3dcca9c85438180932efeb1dcd83c,0,3,6,0
46e3dcca9c85438180932efeb1dcd83c,0,4,1,0
46e3dcca9c85438180932efeb1dcd83c,0,4,2,0
46e3dcca9c85438180932efeb1dcd83c,0,4,3,0
46e3dcca9c85438180932efeb1dcd83c,0,4,4,1
46e3dcca9c85438180932efeb1dcd83c,0,4,5,0
46e3dcca9c85438180932efeb1dcd83c,0,4,6,0
46e3dcca9c85438180932efeb1dcd83c,0,5,1,0
46e3dcca9c85438180932efeb1dcd83c,0,5,2,0
46e3dcca9c85438180932efeb1dcd83c,0,5,3,0
46e3dcca9c85438180932efeb1dcd83c,0,5,4,1
46e3dcca9c85438180932efeb1dcd83c,0,5,5,0
46e3dcca9c85438180932efeb1dcd83c,0,5,6,0
46e3dcca9c85438180932efeb1dcd83c,0,7,1,0
46e3dcca9c85438180932efeb1dcd83c,0,7,2,0
46e3dcca9c85438180932efeb1dcd83c,0,7,3,0
46e3dcca9c85438180932efeb1dcd83c,0,7,4,1
46e3dcca9c85438180932efeb1dcd83c,0,7,5,0
46e3dcca9c85438180932efeb1dcd83c,0,7,6,0
46e3dcca9c85438180932efeb1dcd83c,0,6,1,0
46e3dcca9c85438180932efeb1dcd83c,0,6,2,0
46e3dcca9c85438180932efeb1dcd83c,0,6,3,0
46e3dcca9c85438180932efeb1dcd83c,0,6,4,1
46e3dcca9c85438180932efeb1dcd83c,0,6,5,0
46e3dcca9c85438180932efeb1dcd83c,0,6,6,0
46e3dcca9c85438180932efeb1dcd83c,0,8,1,0
46e3dcca9c85438180932efeb1dcd83c,0,8,2,0
46e3dcca9c85438180932efeb1dcd83c,0,8,3,0
46e3dcca9c85438180932efeb1dcd83c,0,8,4,1
46e3dcca9c85438180932efeb1dcd83c,0,8,5,0
46e3dcca9c85438180932efeb1dcd83c,0,8,6,0
46e3dcca9c85438180932efeb1dcd83c,0,9,1,0
46e3dcca9c85438180932efeb1dcd83c,0,9,2,0
46e3dcca9c85438180932efeb1dcd83c,0,9,3,0
46e3dcca9c85438180932efeb1dcd83c,0,9,4,1
46e3dcca9c85438180932efeb1dcd83c,0,9,5,0
46e3dcca9c85438180932efeb1dcd83c,0,9,6,0
44603584639247a8889b88f9f9c34cdd,0,2,1,0
44603584639247a8889b88f9f9c34cdd,0,2,2,0
44603584639247a8889b88f9f9c34cdd,0,2,3,0
44603584639247a8889b88f9f9c34cdd,0,2,4,1
44603584639247a8889b88f9f9c34cdd,0,2,5,0
44603584639247a8889b88f9f9c34cdd,0,2,6,0
44603584639247a8889b88f9f9c34cdd,0,3,1,0
44603584639247a8889b88f9f9c34cdd,0,3,2,0
44603584639247a8889b88f9f9c34cdd,0,3,3,0
44603584639247a8889b88f9f9c34cdd,0,3,4,1
44603584639247a8889b88f9f9c34cdd,0,3,5,0
44603584639247a8889b88f9f9c34cdd,0,3,6,0
44603584639247a8889b88f9f9c34cdd,0,4,1,0
44603584639247a8889b88f9f9c34cdd,0,4,2,0
44603584639247a8889b88f9f9c34cdd,0,4,3,0
44603584639247a8889b88f9f9c34cdd,0,4,4,1
44603584639247a8889b88f9f9c34cdd,0,4,5,0
44603584639247a8889b88f9f9c34cdd,0,4,6,0
44603584639247a8889b88f9f9c34cdd,0,5,1,0
44603584639247a8889b88f9f9c34cdd,0,5,2,0
44603584639247a8889b88f9f9c34cdd,0,5,3,0
44603584639247a8889b88f9f9c34cdd,0,5,4,1
44603584639247a8889b88f9f9c34cdd,0,5,5,0
44603584639247a8889b88f9f9c34cdd,0,5,6,0
44603584639247a8889b88f9f9c34cdd,0,6,1,0
44603584639247a8889b88f9f9c34cdd,0,6,2,0
44603584639247a8889b88f9f9c34cdd,0,6,3,0
44603584639247a8889b88f9f9c34cdd,0,6,4,1
44603584639247a8889b88f9f9c34cdd,0,6,5,0
44603584639247a8889b88f9f9c34cdd,0,6,6,0
44603584639247a8889b88f9f9c34cdd,0,7,1,0
44603584639247a8889b88f9f9c34cdd,0,7,2,0
44603584639247a8889b88f9f9c34cdd,0,7,3,0
44603584639247a8889b88f9f9c34cdd,0,7,4,1
44603584639247a8889b88f9f9c34cdd,0,7,5,0
44603584639247a8889b88f9f9c34cdd,0,7,6,0
44603584639247a8889b88f9f9c34cdd,0,8,1,0
44603584639247a8889b88f9f9c34cdd,0,8,2,0
44603584639247a8889b88f9f9c34cdd,0,8,3,0
44603584639247a8889b88f9f9c34cdd,0,8,4,1
44603584639247a8889b88f9f9c34cdd,0,8,5,0
44603584639247a8889b88f9f9c34cdd,0,8,6,0
44603584639247a8889b88f9f9c34cdd,0,9,1,0
44603584639247a8889b88f9f9c34cdd,0,9,2,0
44603584639247a8889b88f9f9c34cdd,0,9,3,0
44603584639247a8889b88f9f9c34cdd,0,9,4,1
44603584639247a8889b88f9f9c34cdd,0,9,5,0
44603584639247a8889b88f9f9c34cdd,0,9,6,0
15096ca00f9646809fa0e6f3543868d4,1,2,1,0
15096ca00f9646809fa0e6f3543868d4,1,2,2,0
15096ca00f9646809fa0e6f3543868d4,1,2,3,0
15096ca00f9646809fa0e6f3543868d4,1,2,4,1
15096ca00f9646809fa0e6f3543868d4,1,2,5,0
15096ca00f9646809fa0e6f3543868d4,1,2,6,0
15096ca00f9646809fa0e6f3543868d4,1,3,1,0
15096ca00f9646809fa0e6f3543868d4,1,3,2,0
15096ca00f9646809fa0e6f3543868d4,1,3,3,0
15096ca00f9646809fa0e6f3543868d4,1,3,4,1
15096ca00f9646809fa0e6f3543868d4,1,3,5,0
15096ca00f9646809fa0e6f3543868d4,1,3,6,0
15096ca00f9646809fa0e6f3543868d4,1,4,1,0
15096ca00f9646809fa0e6f3543868d4,1,4,2,0
15096ca00f9646809fa0e6f3543868d4,1,4,3,0
15096ca00f9646809fa0e6f3543868d4,1,4,4,1
15096ca00f9646809fa0e6f3543868d4,1,4,5,0
15096ca00f9646809fa0e6f3543868d4,1,4,6,0
15096ca00f9646809fa0e6f3543868d4,1,5,1,0
15096ca00f9646809fa0e6f3543868d4,1,5,2,0
15096ca00f9646809fa0e6f3543868d4,1,5,3,0
15096ca00f9646809fa0e6f3543868d4,1,5,4,1
15096ca00f9646809fa0e6f3543868d4,1,5,5,0
15096ca00f9646809fa0e6f3543868d4,1,5,6,0
15096ca00f9646809fa0e6f3543868d4,1,6,1,0
15096ca00f9646809fa0e6f3543868d4,1,6,2,0
15096ca00f9646809fa0e6f3543868d4,1,6,3,0
15096ca00f9646809fa0e6f3543868d4,1,6,4,1
15096ca00f9646809fa0e6f3543868d4,1,6,5,0
15096ca00f9646809fa0e6f3543868d4,1,6,6,0
15096ca00f9646809fa0e6f3543868d4,1,7,1,0
15096ca00f9646809fa0e6f3543868d4,1,7,2,0
15096ca00f9646809fa0e6f3543868d4,1,7,3,0
15096ca00f9646809fa0e6f3543868d4,1,7,4,1
15096ca00f9646809fa0e6f3543868d4,1,7,5,0
15096ca00f9646809fa0e6f3543868d4,1,7,6,0
15096ca00f9646809fa0e6f3543868d4,1,8,1,0
15096ca00f9646809fa0e6f3543868d4,1,8,2,0
15096ca00f9646809fa0e6f3543868d4,1,8,3,0
15096ca00f9646809fa0e6f3543868d4,1,8,4,1
15096ca00f9646809fa0e6f3543868d4,1,8,5,0
15096ca00f9646809fa0e6f3543868d4,1,8,6,0
15096ca00f9646809fa0e6f3543868d4,1,9,1,0
15096ca00f9646809fa0e6f3543868d4,1,9,2,0
15096ca00f9646809fa0e6f3543868d4,1,9,3,0
15096ca00f9646809fa0e6f3543868d4,1,9,4,1
15096ca00f9646809fa0e6f3543868d4,1,9,5,0
15096ca00f9646809fa0e6f3543868d4,1,9,6,0
140c10a9ce2342d58beb67117de2f6b7,0,2,1,0
140c10a9ce2342d58beb67117de2f6b7,0,2,2,0
140c10a9ce2342d58beb67117de2f6b7,0,2,3,0
140c10a9ce2342d58beb67117de2f6b7,0,2,4,1
140c10a9ce2342d58beb67117de2f6b7,0,2,5,0
140c10a9ce2342d58beb67117de2f6b7,0,2,6,0
140c10a9ce2342d58beb67117de2f6b7,0,4,1,0
140c10a9ce2342d58beb67117de2f6b7,0,4,2,0
140c10a9ce2342d58beb67117de2f6b7,0,4,3,0
140c10a9ce2342d58beb67117de2f6b7,0,4,4,1
140c10a9ce2342d58beb67117de2f6b7,0,4,5,0
140c10a9ce2342d58beb67117de2f6b7,0,4,6,0
140c10a9ce2342d58beb67117de2f6b7,0,3,1,0
140c10a9ce2342d58beb67117de2f6b7,0,3,2,0
140c10a9ce2342d58beb67117de2f6b7,0,3,3,0
140c10a9ce2342d58beb67117de2f6b7,0,3,4,1
140c10a9ce2342d58beb67117de2f6b7,0,3,5,0
140c10a9ce2342d58beb67117de2f6b7,0,3,6,0
140c10a9ce2342d58beb67117de2f6b7,0,5,1,0
140c10a9ce2342d58beb67117de2f6b7,0,5,2,0
140c10a9ce2342d58beb67117de2f6b7,0,5,3,0
140c10a9ce2342d58beb67117de2f6b7,0,5,4,1
140c10a9ce2342d58beb67117de2f6b7,0,5,5,0
140c10a9ce2342d58beb67117de2f6b7,0,5,6,0
140c10a9ce2342d58beb67117de2f6b7,0,6,1,0
140c10a9ce2342d58beb67117de2f6b7,0,6,2,0
140c10a9ce2342d58beb67117de2f6b7,0,6,3,0
140c10a9ce2342d58beb67117de2f6b7,0,6,4,1
140c10a9ce2342d58beb67117de2f6b7,0,6,5,0
140c10a9ce2342d58beb67117de2f6b7,0,6,6,0
140c10a9ce2342d58beb67117de2f6b7,0,7,1,0
140c10a9ce2342d58beb67117de2f6b7,0,7,2,0
140c10a9ce2342d58beb67117de2f6b7,0,7,3,0
140c10a9ce2342d58beb67117de2f6b7,0,7,4,1
140c10a9ce2342d58beb67117de2f6b7,0,7,5,0
140c10a9ce2342d58beb67117de2f6b7,0,7,6,0
140c10a9ce2342d58beb67117de2f6b7,0,8,1,0
140c10a9ce2342d58beb67117de2f6b7,0,8,2,0
140c10a9ce2342d58beb67117de2f6b7,0,8,3,0
140c10a9ce2342d58beb67117de2f6b7,0,8,4,1
140c10a9ce2342d58beb67117de2f6b7,0,8,5,0
140c10a9ce2342d58beb67117de2f6b7,0,8,6,0
140c10a9ce2342d58beb67117de2f6b7,0,9,1,0
140c10a9ce2342d58beb67117de2f6b7,0,9,2,0
140c10a9ce2342d58beb67117de2f6b7,0,9,3,0
140c10a9ce2342d58beb67117de2f6b7,0,9,4,1
140c10a9ce2342d58beb67117de2f6b7,0,9,5,0
140c10a9ce2342d58beb67117de2f6b7,0,9,6,0
1ca31a128e7248afb71fb10051315257,0,2,1,0
1ca31a128e7248afb71fb10051315257,0,2,2,0
1ca31a128e7248afb71fb10051315257,0,2,3,0
1ca31a128e7248afb71fb10051315257,0,2,4,1
1ca31a128e7248afb71fb10051315257,0,2,5,0
1ca31a128e7248afb71fb10051315257,0,2,6,0
1ca31a128e7248afb71fb10051315257,0,3,1,0
1ca31a128e7248afb71fb10051315257,0,3,2,0
1ca31a128e7248afb71fb10051315257,0,3,3,0
1ca31a128e7248afb71fb10051315257,0,3,4,1
1ca31a128e7248afb71fb10051315257,0,3,5,0
1ca31a128e7248afb71fb10051315257,0,3,6,0
1ca31a128e7248afb71fb10051315257,0,4,1,0
1ca31a128e7248afb71fb10051315257,0,4,2,0
1ca31a128e7248afb71fb10051315257,0,4,3,0
1ca31a128e7248afb71fb10051315257,0,4,4,1
1ca31a128e7248afb71fb10051315257,0,4,5,0
1ca31a128e7248afb71fb10051315257,0,4,6,0
1ca31a128e7248afb71fb10051315257,0,5,1,0
1ca31a128e7248afb71fb10051315257,0,5,2,0
1ca31a128e7248afb71fb10051315257,0,5,3,0
1ca31a128e7248afb71fb10051315257,0,5,4,1
1ca31a128e7248afb71fb10051315257,0,5,5,0
1ca31a128e7248afb71fb10051315257,0,5,6,0
1ca31a128e7248afb71fb10051315257,0,6,1,0
1ca31a128e7248afb71fb10051315257,0,6,2,0
1ca31a128e7248afb71fb10051315257,0,6,3,0
1ca31a128e7248afb71fb10051315257,0,6,4,1
1ca31a128e7248afb71fb10051315257,0,6,5,0
1ca31a128e7248afb71fb10051315257,0,6,6,0
1ca31a128e7248afb71fb10051315257,0,7,1,0
1ca31a128e7248afb71fb10051315257,0,7,2,0
1ca31a128e7248afb71fb10051315257,0,7,3,0
1ca31a128e7248afb71fb10051315257,0,7,4,1
1ca31a128e7248afb71fb10051315257,0,7,5,0
1ca31a128e7248afb71fb10051315257,0,7,6,0
1ca31a128e7248afb71fb10051315257,0,8,1,0
1ca31a128e7248afb71fb10051315257,0,8,2,0
1ca31a128e7248afb71fb10051315257,0,8,3,0
1ca31a128e7248afb71fb10051315257,0,8,4,1
1ca31a128e7248afb71fb10051315257,0,8,5,0
1ca31a128e7248afb71fb10051315257,0,8,6,0
1ca31a128e7248afb71fb10051315257,0,9,1,0
1ca31a128e7248afb71fb10051315257,0,9,2,0
1ca31a128e7248afb71fb10051315257,0,9,3,0
1ca31a128e7248afb71fb10051315257,0,9,4,1
1ca31a128e7248afb71fb10051315257,0,9,5,0
1ca31a128e7248afb71fb10051315257,0,9,6,0
e6c128918539428c8cb4e764ad9f14f7,0,2,1,0
e6c128918539428c8cb4e764ad9f14f7,0,2,2,0
e6c128918539428c8cb4e764ad9f14f7,0,2,3,0
e6c128918539428c8cb4e764ad9f14f7,0,2,4,1
e6c128918539428c8cb4e764ad9f14f7,0,2,5,0
e6c128918539428c8cb4e764ad9f14f7,0,2,6,0
e6c128918539428c8cb4e764ad9f14f7,0,3,1,0
e6c128918539428c8cb4e764ad9f14f7,0,3,2,0
e6c128918539428c8cb4e764ad9f14f7,0,3,3,0
e6c128918539428c8cb4e764ad9f14f7,0,3,4,0
e6c128918539428c8cb4e764ad9f14f7,0,3,5,1
e6c128918539428c8cb4e764ad9f14f7,0,3,6,0
e6c128918539428c8cb4e764ad9f14f7,0,4,1,0
e6c128918539428c8cb4e764ad9f14f7,0,4,2,0
e6c128918539428c8cb4e764ad9f14f7,0,4,3,0
e6c128918539428c8cb4e764ad9f14f7,0,4,4,0
e6c128918539428c8cb4e764ad9f14f7,0,4,5,1
e6c128918539428c8cb4e764ad9f14f7,0,4,6,0
e6c128918539428c8cb4e764ad9f14f7,0,5,1,0
e6c128918539428c8cb4e764ad9f14f7,0,5,2,0
e6c128918539428c8cb4e764ad9f14f7,0,5,3,0
e6c128918539428c8cb4e764ad9f14f7,0,5,4,1
e6c128918539428c8cb4e764ad9f14f7,0,5,5,0
e6c128918539428c8cb4e764ad9f14f7,0,5,6,0
e6c128918539428c8cb4e764ad9f14f7,0,7,1,0
e6c128918539428c8cb4e764ad9f14f7,0,7,2,0
e6c128918539428c8cb4e764ad9f14f7,0,7,3,0
e6c128918539428c8cb4e764ad9f14f7,0,7,4,1
e6c128918539428c8cb4e764ad9f14f7,0,7,5,0
e6c128918539428c8cb4e764ad9f14f7,0,7,6,0
e6c128918539428c8cb4e764ad9f14f7,0,6,1,0
e6c128918539428c8cb4e764ad9f14f7,0,6,2,0
e6c128918539428c8cb4e764ad9f14f7,0,6,3,0
e6c128918539428c8cb4e764ad9f14f7,0,6,4,0
e6c128918539428c8cb4e764ad9f14f7,0,6,5,1
e6c128918539428c8cb4e764ad9f14f7,0,6,6,0
e6c128918539428c8cb4e764ad9f14f7,0,8,1,0
e6c128918539428c8cb4e764ad9f14f7,0,8,2,0
e6c128918539428c8cb4e764ad9f14f7,0,8,3,0
e6c128918539428c8cb4e764ad9f14f7,0,8,4,1
e6c128918539428c8cb4e764ad9f14f7,0,8,5,0
e6c128918539428c8cb4e764ad9f14f7,0,8,6,0
e6c128918539428c8cb4e764ad9f14f7,0,9,1,0
e6c128918539428c8cb4e764ad9f14f7,0,9,2,0
e6c128918539428c8cb4e764ad9f14f7,0,9,3,0
e6c128918539428c8cb4e764ad9f14f7,0,9,4,1
e6c128918539428c8cb4e764ad9f14f7,0,9,5,0
e6c128918539428c8cb4e764ad9f14f7,0,9,6,0
dadf0ef0659a4726839213049fc36dce,0,2,1,0
dadf0ef0659a4726839213049fc36dce,0,2,2,0
dadf0ef0659a4726839213049fc36dce,0,2,3,0
dadf0ef0659a4726839213049fc36dce,0,2,4,1
dadf0ef0659a4726839213049fc36dce,0,2,5,0
dadf0ef0659a4726839213049fc36dce,0,2,6,0
dadf0ef0659a4726839213049fc36dce,0,4,1,0
